DrugName,CIDs,smiles
209984-56-5,11454028,C[C@@H](C(=O)N[C@H]1C2=CC=CC=C2C3=CC=CC=C3N(C1=O)C)NC(=O)CC4=CC(=CC(=C4)F)F
209984-57-6,10435235,C[C@@H](C(=O)N[C@H]1C2=CC=CC=C2C3=CC=CC=C3N(C1=O)C)NC(=O)[C@H](C4=CC(=CC(=C4)F)F)O
21102-95-4,210172,COC1=CC=CC=C1N2CCN(CC2)CCN3C(=O)CC4(CCCC4)CC3=O.Cl.Cl
211096-49-0,9841667,C1=CC=C(C(=C1)NC(=O)NC2=CC=C(C3=NNN=C23)C#N)Br
212631-79-3,6918454,C1CC1CONC(=O)C2=C(C(=C(C=C2)F)F)NC3=C(C=C(C=C3)I)Cl
217645-70-0,512282,C[C@@H]1CN(CCN1C(=O)COC2=C(C=C(C=C2)Cl)NC(=O)N)CC3=CC=C(C=C3)F
218137-86-1,4248455,CCCCCCCCC1C(C(=C)C(=O)O1)C(=O)O
219580-11-7,1401,CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C
219773-55-4,9820526,CC1=CC(=O)N(C1=O)NC2=NC(=NC3=C2C(=CC=C3)OC)C4=CC=CS4
227088-94-0,9804433,C1C(=O)N(C(=O)S1)C(CCC2=CC=NC=C2)COC3=CC=C(C=C3)C4=CC(=CC=C4)[N+](=O)[O-]
23541-50-6,62770,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O.Cl
251992-66-2,9839311,CC1=CC=C(C=C1)SC2=C3C=C(SC3=CN=C2)C(=O)N
252003-65-9,9811611,C1CCN(C1)CCCCNC(=O)NC2=C(C(=NS2)OCC3=C(C=C(C=C3F)Br)F)C(=O)N
252916-29-3,5329099,CC1=C(NC(=C1CCC(=O)O)C)/C=C\2/C3=CC=CC=C3NC2=O
261901-57-9,11957684,CC1CCN(CC1)CC[C@H]2CCCN2S(=O)(=O)C3=CC=CC(=C3)O.Cl
264218-23-7,4210951,C1=CC=C(C(=C1)C2=C(C(=O)NC2=O)NC3=CC(=C(C=C3)O)Cl)[N+](=O)[O-]
27726-35-8,194216,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O
278779-30-9,9893571,CC(C)C1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)COC3=CC(=C(C=C3)/C=C/C4=CC(=CC=C4)C(=O)O)Cl
280744-09-4,176158,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C(C=C(C=C4)Cl)Cl
284028-89-3,135418940,C1CSCC2=C1N=C(NC2=O)C3=CC=C(C=C3)C(F)(F)F
288150-92-5,4331799,CC1=CC(=C2C=C(C=C(C2=N1)F)F)NC(=O)NC3=CC=C(C=C3)N(C)C
289483-69-8,196970,CC1=C2C(=CNC2=C(C=C1)NS(=O)(=O)C3=CC=CC(=C3)C#N)C#N
29883-15-6,656516,C1=CC=C(C=C1)[C@H](C#N)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O
3'-Epi Gemcitabine (Gemcitabine Impurity),3461,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F
"3,3'-Diindolylmethane",3071,C1=CC=C2C(=C1)C(=CN2)CC3=CNC4=CC=CC=C43
"3-(3,4-Dihydroxyphenyl)lactate",21677748,C1=CC(=C(C=C1CC(C(=O)[O-])O)O)O
3-Amino-2-oxazolidinone,65725,C1COC(=O)N1N
3-Deazaneplanocin,73087,C1=CN=C(C2=C1N(C=N2)[C@@H]3C=C([C@H]([C@H]3O)O)CO)N
3-aminobenzamide,1645,C1=CC(=CC(=C1)N)C(=O)N
3-methyladenine,135398661,CN1C=NC(=N)C2=C1N=CN2
300842-64-2,6918616,CC1=C(C=C(C=C1)NC2=NN=C(C3=CC=CC=C32)CC4=CC=NC=C4)Br
301836-41-9,4521392,C1OC2=C(O1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5
301836-43-1,6419753,C1COC2=C(O1)C=CC(=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5
303727-31-3,9950176,C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC(=C(C=C4)Cl)O
30562-34-6,5288382,C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)/C)OC)OC(=O)N)\C)C)O)OC
30675-13-9,2729042,C1C(=O)C2=C(C1=O)C(=C(C(=C2Cl)Cl)Cl)Cl
3094/9/5,18343,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=C(C(=O)NC2=O)F)O)O
309928-48-1,2888648,CS(=O)(=O)N(CC1=CC=CO1)CC(CN2C3=CC=CC=C3C4=CC=CC=C42)O
313516-66-4,2777391,C1=CC(=C(C=C1[N+](=O)[O-])C(=O)NC2=CC=NC=C2)Cl
314042-01-8,1067700,CC1(CC2=C(CO1)SC(=C2C(=O)O)NC(=S)NC(=O)C3=CC=CC=C3)C
314245-33-5,675434,CC1=CC(=C(N1C2=CC=C(C=C2)F)C)C(=O)CN3CCCC3
315183-21-2,135421197,C=CCC1=C(C(=CC=C1)/C=N/NC(=O)CN2CCN(CC2)CC3=CC=CC=C3)O
315703-52-7,1069686,CCOC1=CC=C(C=C1)NC2=NC(=CS2)C3=C(N=C4N3C=CC=C4)C
317318-70-0,9803963,CC1=C(C=CC(=C1)SCC2=C(N=C(S2)C3=CC=C(C=C3)C(F)(F)F)C)OCC(=O)O
319460-94-1,9934283,CC1=NN(C(=C1)C(=O)NC2=C(C=CC(=C2)NC3=CC4=C(C=C3)C(=NN4)/C=C/C5=CC=CC=N5)F)C
331771-20-1,9914412,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4)OCCCN5CCOCC5
33419-42-0,36462,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
34031-32-8,24199313,CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+]
342641-94-5,3086686,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C
347323-96-0,1362865,CC1=CC(=C(N1C2=CC=CC=C2)C)/C=C/3\C(=O)N4C5=CC=CC=C5N=C4S3
348622-88-8,9818682,C1CCC(CC1)CCC[C@H](CC(=O)NO)C2=NC(=NO2)C(=O)N
34933-06-7,3076,CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC
356559-20-1,9967941,CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=NC=CN=C4C=C3
357263-14-0,5495819,C[C@H]1CN(CCN1C(=O)C(=O)C2=CNC3=NC=CC(=C23)OC)C(=O)C4=CC=CC=C4
35922-06-6,10070893,CCCCCCCCCCCCCC(=O)N[C@H](CO)[C@@H](C1=CC=C(C=C1)[N+](=O)[O-])O
371942-69-7,9956222,C1COCCN1C2=NC(=NC3=C2OC4=C3C=CC=N4)C5=CC(=CC=C5)NC(=O)C6=CN=C(C=C6)N
372196-67-3,10275789,CC1=C(C=C(C=C1)[N+](=O)[O-])S(=O)(=O)N(C)/N=C/C2=CN=C3N2C=C(C=C3)Br
38194-50-2,1548887,CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O
386750-22-7,6918664,CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O.C(CC(=O)O)C(=O)O.O
391210-10-9,9826528,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOC[C@@H](CO)O
396129-53-6,447966,C1=CC=C2C(=C1)C(=CC=N2)C3=C(NN=C3)C4=CC=CC=N4
39711-79-0,62907,CCNC(=O)C1CC(CCC1C(C)C)C
3BDO,16216349,C1C(C(=O)OC1COC2=CC=CC=C2[N+](=O)[O-])CC3=CC=CC=C3
4-Aminohippuric acid,2148,C1=CC(=CC=C1C(=O)NCC(=O)O)N
4-Aminosalicylic acid,4649,C1=CC(=C(C=C1N)O)C(=O)O
4-Chloro-3-methylphenol,1732,CC1=C(C=CC(=C1)O)Cl
4-Iodo-3-nitrobenzamide,9796068,C1=CC(=C(C=C1C(=O)N)[N+](=O)[O-])I
4-Methoxyphenol,9015,COC1=CC=C(C=C1)O
4-Methylpyrazole,3406,CC1=CNN=C1
4-methylumbelliferone,5280567,CC1=CC(=O)OC2=C1C=CC(=C2)O
405554-55-4,135421339,CN(C)CCOC1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC5=C(C=C4)/C(=N/O)/CC5
405911-17-3,16078973,C1=CC=C(C=C1)C(CN(CCCOC2=CC=CC(=C2)CC(=O)O)CC3=C(C(=CC=C3)C(F)(F)F)Cl)C4=CC=CC=C4.Cl
409345-29-5,11313361,COC1CCC(CC1)C(=O)C2=CC3=CC4=C(N=C3C=C2)OCCC4
41276-02-2,336423,CC1=CC=CC=C1CN2C3=C(CN(CC3)CC4=CC=CC=C4)C(=O)N5C2=NCC5
41575-94-4,426756,C1CC(C1)(C(=O)O)C(=O)O.[NH2-].[NH2-].[Pt+2]
423735-93-7,1048267,CCCC(=O)NC1=CC(=CC=C1)NC(=O)C2=CC=CC=C2Br
426219-18-3,9883029,CNC(=O)C1=CC2=C(C=C1)C=C(C=C2)C3(CCN4C3=CN=C4)O
431979-47-4,1317464,CCOC1=C(C(=CC(=C1)/C=C/2\C(=NN(C2=O)C3=CC=CC=C3)C)Cl)OCC(=O)OC
438190-29-5,1361334,C1=CC(=CC(=C1)C(F)(F)F)/C=C\2/C(=O)NC(=O)S2
439081-02-4,4979942,C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O
444912-48-5,10141893,CN1CCCCC1CN2C=C(C3=CC=CC=C32)C(=O)C4=C(C=CC(=C4)[N+](=O)[O-])I
445430-58-0,9813758,CC1=CC2=C(C=C1)N=C(C3=NC=C(N23)C)NCCN
449811-92-1,11406590,CN1C2=NC(=NC=C2C=C(C1=O)OC3=C(C=C(C=C3)F)F)NC4CCOCC4
451492-95-8,9806229,CC(C)(C#CC1=CC2=C(C=C1NC(=O)C=C)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)N4CCN(CC4)C
452105-23-6,10138259,CC1=C(NC(=C1C(=O)NC[C@@H](CN2CCOCC2)O)C)/C=C\3/C4=C(C=CC(=C4)F)NC3=O
452342-67-5,10202642,C1COCCC1NC(=O)C2=CC=C(C=C2)C3=NC=CC(=C3)C4=C(NN=C4)C5=CC=CC=N5
473382-39-7,10271028,CC(C)(CNC1=NN2C(=NN=C2C3=CC=CC=C3)C=C1C4CCC4)CN(C)C
476159-98-5,5330175,CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=CC(=C4)OC)Cl)OC
476477-15-3,53316426,CC1=NC(=CC=C1)C2=NN3CCCC3=C2C4=C5C=CC(=CC5=NC=C4)C(=O)N
4812-40-2,121858,C1=C(N(C(=N1)CO)CCO)[N+](=O)[O-]
494772-86-0,9968854,C1COCCN1CC2=CC=C(C=C2)C3=CC(=C(S3)C(=O)N)NC(=O)N
494772-87-1,21914258,C1COCCN1CC2=CC=C(C=C2)C3=CC(=C(S3)C(=O)N)N
4961-41-5,10309252,C(CNCCNCCNCCN)N.Cl.Cl.Cl.Cl.Cl
497839-62-0,10297043,CCN1CCN(CC1)CC2=CC=C(C=C2)C3=CC4=C(N3)N=CN=C4N[C@H](C)C5=CC=CC=C5
49843-98-3,5113032,C1CC(C2=C(C1)C3=C(N2)C=CC(=C3)Cl)C(=O)N
4SC-202,44217246,CC1=CC=C(C=C1)S(=O)(=O)O.CN1C=C(C=N1)C2=CC=C(C=C2)S(=O)(=O)N3C=CC(=C3)/C=C/C(=O)NC4=CC=CC=C4N
"5,5'-Dimethyl-2,2'-bipyridine",15664,CC1=CN=C(C=C1)C2=NC=C(C=C2)C
5-Aminolevulinic acid hydrochloride,123608,C(CC(=O)O)C(=O)CN.Cl
5-Aminosalicylic acid,4075,C1=CC(=C(C=C1N)C(=O)O)O
5-Fluoro-2'-deoxyuridine,5790,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)F)CO)O
5-Fluorocytosine,3366,C1=NC(=O)NC(=C1F)N
5-Fluorouracil,3385,C1=C(C(=O)NC(=O)N1)F
5-azacytidine,9444,C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N
5-hydroxy-L-tryptophan,439280,C1=CC2=C(C=C1O)C(=CN2)C[C@@H](C(=O)O)N
5-hydroxytryptophan,144,C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N
500-92-5,6178111,CC(C)N=C(N)/N=C(\N)/NC1=CC=C(C=C1)Cl
500579-04-4,421610,CN(C)C1=CC=CC=C1CN2CCCN(C2C3=CC=NC=C3)CC4=CC=CC=C4N(C)C
501919-59-1,252682,CC1=CC=C(C=C1)S(=O)(=O)OCC(=O)NC2=CC(=C(C=C2)C(=O)O)O
501925-31-1,311434,CC1=CC(=NO1)NC(=O)NC2=CC(=C(C=C2OC)OC)Cl
503468-95-9,11327430,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=CC=CC=C56
504433-23-2,9943465,CN1C=C(C2=CC=CC=C21)/C=C\3/C4=C(C=CC=N4)NC3=O
509088-69-1,11155873,C1=CC=C(C=C1)COC2=CC(=CC=C2)SC3=CC(=C(C=C3)CCC(CO)(CO)N)Cl.Cl
51-56-9,6419941,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(C3=CC=CC=C3)O.Br
53003-10-4,3085092,CC[C@H]([C@H]1CC[C@@H]([C@@H](O1)[C@@H](C)[C@@H]([C@H](C)C(=O)[C@H](CC)[C@@H]2[C@H](C[C@H]([C@]3(O2)C=C[C@H]([C@@]4(O3)CC[C@@](O4)(C)[C@H]5CC[C@@]([C@@H](O5)C)(CC)O)O)C)C)O)C)C(=O)O
54-62-6,169371,C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=NC(=N3)N)N
545380-34-5,509554,C1=CC=C(C=C1)OC2=CC=C(C=C2)CCNC3=NC=NC4=C3C=C(C=C4)N
546141-08-6,1383884,C1CCC(CC1)NC(=O)OC2=CC=CC(=C2)C3=CC(=CC=C3)C(=O)N
547757-23-3,9926054,CC1=CC2=C(C=C1)N=C(C3=NC=C(N23)C)NCCN.Cl
55-86-7,5935,CN(CCCl)CCCl.Cl
55778-02-4,11565518,C1=CC=NC(=C1)NCC2=CC=C(C=C2)CNC3=CC=CC=N3
56990-57-9,92577,C1=CC2=C(C=C(C(=C2N=C1)O)N=NC3=CC4=C(C=C3)C=C(C=C4)S(=O)(=O)O)S(=O)(=O)O
57-22-7,5978,CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
57477-39-1,2438,CN1CCC(CC1)C2=CNC3=C2C=C(C=C3)O
57819-79-1,83979,C[C@H]1[C@H]([C@H](C[C@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O
58131-57-0,42640,CN1CCN(CC1)C2=CC=C(C3=NO[N+](=C23)[O-])[N+](=O)[O-]
59643-91-3,68791,C1C2N1C(=O)N=C2N
5987-82-6,6420040,CCCCOC1=C(C=CC(=C1)C(=O)OCCN(CC)CC)N.Cl
5Z-7-Oxozeaenol,9863776,C[C@H]1C/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)OC)O)C(=O)O1)O)O
6-Hydroxy Buspirone,9930913,C1CCC2(C1)CC(=O)N(C(=O)C2O)CCCCN3CCN(CC3)C4=NC=CC=N4
6-Mercaptopurine,667490,C1=NC2=C(N1)C(=S)N=CN2
6-Thioguanine,2723601,C1=NC2=C(N1)C(=S)N=C(N2)N
6-aminohexanoic acid,564,C(CCC(=O)O)CCN
600734-06-3,135454903,C1C[C@H](CNC1)C2=CC(=NC3=C2COC(=O)N3)C4=C(C=CC=C4OCC5CC5)O.Cl
602306-29-6,16747683,CC1=NC=C(N1C(C)C)C2=NC(=NC=C2)NC3=CC=C(C=C3)S(=O)(=O)C
607742-69-8,11256720,C1CN(CCN1)C2=CC=CC3=CC(=CN=C32)S(=O)(=O)C4=CC=CC=C4
61350-00-3,836002,C1=CC=NC(=C1)C(=O)NC2=CC(=CC=C2)Cl
61618-27-7,23663941,C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)[O-].O.[Na+]
626222-24-0,1005654,CC1=CSC(=N1)NC(=O)C2=C(C3=C(C4=C(CCC4)N=C3S2)C(F)(F)F)N
629664-81-9,10026128,CC(C)OC(=O)C1=CN(CC(C2=C1NC3=CC=CC=C32)(C)C)C(=O)C4=CC(=C(C=C4)F)F
635318-11-5,9834591,C1[C@]([C@@H]2[C@H]([C@@H]2S1(=O)=O)C(=O)O)(C(=O)O)N
6402-23-9,165457,CCOC1=CC2=C(C3=C(C=C(C=C3)N)N=C2C=C1)N.CC(C(=O)O)O.O
6429/4/5,16667431,COC1=C(C=C(C=C1)CC2C3=CC(=C(C=C3CCN2)OC)OC)OC.Cl
648450-29-7,10377751,C1=CC2=NC=CN=C2C=C1/C=C/3\C(=O)NC(=O)S3
649756-01-4,16219326,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@@H]2C(=O)O
65666-07-1,5213,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O
65678-07-1,2044,CC(C)(C)C1=C(C(=CC(=C1)C=C(C#N)C#N)Br)O
664969-54-4,1213452,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(=S)NC3=CC=C(C=C3)S(=O)(=O)N
666260-75-9,10253143,C1COCCC1CNC(=O)C2=CN=C(N=C2C(F)(F)F)NC3=C(C=C(C=C3)Cl)Cl
667463-62-9,448949,C1=CC=C2C(=C1)C(=C(N2)C3=C(NC4=C3C=CC(=C4)Br)O)N=O
67469-78-7,104920,C1CN(CCN1CCCC2=CC=CC=C2)CCOC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F.Cl.Cl
681136-29-8,2809273,C1CN(CCN1C2=NC(=NS2)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4
6898-97-1,448537,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O
690206-97-4,5329006,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=C(C=C(C=C3)Cl)F)OC
693228-63-6,6420138,CC1=C(SC(=N1)N)C2=NC(=NC=C2)NC3=CC=C(C=C3)N4CCOCC4
7-Aminocephalosporanic acid,441328,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)N)SC1)C(=O)O
7-Ethyl-10-hydroxycamptothecin,104842,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)O
7-Hydroxystaurosporine,72271,C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)[C@H](NC6=O)O)NC)OC
702675-74-9,10077147,C1CCN(C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)NCCCNC(=O)C4=CC=CS4)I
7081-53-0,64648,CCN1CC(C(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3)CCN4CCOCC4.O.Cl
711085-63-1,9795278,C1CN2CCC1[C@H](C2)NC(=O)C3=CC=C(C=C3)Cl
71555-25-4,5351307,C/C(=N\NC(=S)N1CCC1)/C2=CC=CC=N2
717906-29-1,11598628,CN(C1=CC=CC=C1CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)C4)S(=O)(=O)C
7218/4/4,581,CC(=O)NC(CS)C(=O)O
722544-51-6,16007391,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCO
732302-99-7,9804991,CCN(CC)CC1=CC2=C(C=C1)C=C(C=C2)COC(=O)NC3=CC=C(C=C3)C(=O)NO.O.Cl
741713-40-6,6918852,COC1=C(C(=C(C=C1)F)F)C(=O)C2=CN=C(N=C2N)NC3CCN(CC3)S(=O)(=O)C
761437-28-9,9934347,CNC(=O)C1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCOCC4)OC
761439-42-3,16038120,CC(C)S(=O)(=O)C1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCC(CC4)N5CCN(CC5)C)OC
7728-73-6,5376,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3
7803-88-5,96312,COC1=NC(=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N
781661-94-7,11178236,CC1=[N+](C2=C(N1CCOC)C(=O)C3=CC=CC=C3C2=O)CC4=NC=CN=C4.[Br-]
79558-09-1,6603901,CCCC1=C(C=CC(=C1O)C(=O)C)OCCCOC2=CC=C(C=C2)OCC(=O)O
8-AZAGUANINE,135403646,C12=NNN=C1N=C(NC2=O)N
8-Methyl-N-Vanillyl-6-Nonenamide,1548943,CC(C)/C=C/CCCCC(=O)NCC1=CC(=C(C=C1)O)OC
80306-38-3,44250175,CC1=CC=C(C=C1)C2=NC3=C(C=C(C=C3)Cl)OC2
803712-79-0,16681698,CC1=CC(=C(N1)/C=C\2/C(=C/C(=C/3\C=C4C=CC=CC4=N3)/N2)OC)C.CS(=O)(=O)O
821794-92-7,644243,CC1=CC=C(C=C1)C2=C(N(C3=NC=NC(=C23)N)CCCO)C(=O)CF
827022-32-2,11431660,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C.Cl
83-88-5,493570,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O
841290-80-0,11213558,CC1(C(=O)NC2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)C
844499-71-4,54708532,C1=CC=C(C(=C1)C2=CC=C(C=C2)C3=CSC4=C3C(=C(C(=O)N4)C#N)O)O
848141-11-7,46861623,CC1=C(C=C(C(=O)N1C2=CC=CC(=C2)C(F)(F)F)C(=O)NCC3=NC=C(C=C3)S(=O)(=O)C)C4=CC=NN4C
849675-66-7,11399764,COC1=C(C=C2CN(CCC2=C1)CCC3=CC=C(C=C3)N4N=C(N=N4)C5=CC(=C(C=C5NC(=O)C6=CC(=O)C7=CC=CC=C7O6)OC)OC)OC
849727-81-7,16760291,C1=CC(=CC=C1CCCC2=CC=C(O2)C(=O)O)OCCC3=CC=C(C=C3)F
850173-95-4,46931003,CCN(CC)C(=O)C1=CC=C(C=C1)C2=CC3(CCNCC3)OC4=CC=CC(=C42)O.Cl
851723-84-7,11462174,CC1=C(C2=C(N1CC(=O)O)C=CC(=C2)F)CC3=NC4=CC=CC=C4C=C3
852475-26-4,11381449,CN1C=C(C=C1/C=C/C(=O)NO)/C=C/C(=O)C2=CC(=CC=C2)F
85375-15-1,6917797,C1CC(CN(C1)CCC=C(C2=CC=CC=C2)C3=CC=CC=C3)C(=O)O.Cl
853910-02-8,24882589,CC1=NC2=CN=C3C=CC(=CC3=C2N1C4=CC=C(C=C4)C(C)(C)C#N)C#CC5=CN=CC=C5
856243-80-6,11222830,CCC[C@@H](C1=CC=CC=C1)NC(=O)/C(=C/C2=NC(=CC=C2)Br)/C#N
865231-46-5,46854655,CC#C[C@@H](CC(=O)O)C1=CC=C(C=C1)OCC2=CC(=CC=C2)C3=CC=C(C=C3)C(F)(F)F
865362-74-9,11493598,C1=CC=C(C=C1)C2=NN3C=CC=CC3=C2C4=CC5=C(NN=C5N=N4)N
867331-82-6,11973736,CC1=CC(=CC2=C1N=C(N=N2)NC3=CC=C(C=C3)OCCN4CCCC4)C5=C(C=CC(=C5)OC(=O)C6=CC=CC=C6)Cl
869288-64-2,11612883,CS(=O)(=O)C1=CC=CC(=C1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)CC4
873225-46-8,9549298,C1CCN(C1)C2CCN(CC2)C(=O)C3=CC=C(C=C3)NC4=NC=CC(=N4)C5=CC6=CC=CC=C6S5
878739-06-1,11676786,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(C)(C)C#N)NC3=CC4=C(C=C3)N=CN(C4=O)C
882257-11-6,2819993,CC(=O)C1=CC(=C(S1)SC2=C(C(=CC=C2)Cl)Cl)[N+](=O)[O-]
882531-87-5,135398512,CC1=C2C(=NN1)NC3=CC(=C(C=C3C(=N2)C4=CC=CC=C4Cl)F)OC
883050-24-6,2733079,CC1=CC=C(C=C1)N2C(=O)N(C(=O)S2)CC3=CC=C(C=C3)F
885060-08-2,46189838,CN(C(=O)N1[C@@](SC(=N1)C2=C(C=CC(=C2)F)F)(CCCN)C3=CC=CC=C3)OC
885692-52-4,11676971,CN(C)CC(=O)N1CCC(CC1)C2=CC(=C(C=C2)NC(=O)C3=NC=C(N3)C#N)C4=CCCCC4
887650-05-7,24853523,CC1=C(C=C(C=C1)NC(=O)C2=CC(=C(C=C2)CN3CC[C@@H](C3)N(C)C)C(F)(F)F)NC4=NC=C(C=N4)C5=CN=CN=C5
891494-63-6,46239015,CN1C=C(C=N1)C2=C3N=C(C(=C(N3N=C2)N)Br)[C@@H]4CCCNC4
891494-64-7,46239014,CN1C=C(C=N1)C2=C3N=C(C(=C(N3N=C2)N)Br)[C@H]4CCCNC4
894787-30-5,24808138,C1C[C@]2(C[C@@H]3N(C2=O)[C@H](CCS3)C(=O)N)N(C1)C(=O)CC4=CC=C(C=C4)NC(=O)COC5=C(C=C(C=C5)Cl)Cl
89565-68-4,656665,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C3=CNC4=CC=CC=C43
89778-26-7,3005573,CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3
9-BETA-D-XYLOFURANOSYL-ADENINE,447916,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@H]([C@H](O3)CO)O)O)N
9-cis Acitretin,29971118,CC1=CC(=C(C(=C1/C=C/C(=C\C=C\C(=C\C(=O)O)\C)/C)C)C)OC
900515-16-4,11630874,C1=CC(=C(C=C1F)O)C2=CC=C(O2)/C=C\3/C(=O)NC(=O)S3
